거래코드,거래처코드,발행구분,거래구분,사업자번호,상호,성명,사업장주소,업태,종목,발행일자,거래내용,공급가액,세액,합계금액,결제유형,작성자,수정일자,최근사용자,transaction_contents,currency
C4BEB4E5422E7F468F16228860B18181,9159C1C26E086E4EAE70D61ED5CF3B66,,,116-02-15044,오원테크,최순식,"경기도 부천시 수도로 98, 3층(도당동)",제조업,"기계,기계부품",2024-02-26 0:00,ZWCAD 3D Standard,5300000,530000,5830000,현금,ksllkd,2024-02-26 0:00,ksllkd,,KRW
02752048DF68B9418F3604F1DA387B91,A581FF36A648894584EFCFBC0F238F5F,,,528-86-00410,주식회사 브이텐시스템,한규,경기도 오산시 외삼미로91번길 104,제조업 외,배전반 및 전기 자동제어반 제조업 외,2024-02-23 0:00,SOLIDWORKS Professional Subscription Service,5400000,540000,5940000,현금,pshcan,2024-02-23 0:00,pshcan,,KRW
0C97DFEE2E111D42A2A71B2C414555D5,E44F2D79B7D0744092D444C6F19DEE6C,,,578-87-00896,효성중공업㈜,"YOKOTA TAKESHI, 양동기",서울특별시 마포구 마포대로 119(공덕동),"제조업,건설업","변압기,전동기,차단기 외",2024-02-22 0:00,SOLIDWORKS Premium Subscription Service,3500000,350000,3850000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
0CB8A8099047C34994AEEBFD30F0CDB2,57F604022A1D23479E7B906A2639E9BD,,,137-81-58268,㈜아모그린텍,"김병규, 양성철",경기도 김포시 통진읍 김포대로1950번길 91,제조,전자부품,2024-02-22 0:00,SOLIDWORKS Professional Network Subscription Service 6month외,19000000,1900000,20900000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
13927C4D7E4B0643A7DF1514E5107337,E1126F06B184E94894D31DBAB9B17722,,,123-86-01285,㈜큐텔,권혁,경기도 시흥시 엠티브이25로58번길 58(정왕동),제조업 외,유무선통신방송기기 외,2024-02-21 0:00,SOLIDWORKS PRO 유지보수,2000000,200000,2200000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
34FF127FD856E94A8E70C87C6C365034,205D0F0C5242CF4590CBE1005F6E67D4,발행,,127-82-00198,(학)가톨릭학원의정부성모병원,한창희,경기도 의정부시 천보로 271(금오동),"의료, 소매 외",종합병원 외,2024-02-22 0:00,의정부성모병원(촬영실배정기),210000,21000,231000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
5711246B8A8C6C44BAB0B0CD8B7CF0F9,C8DD9971CB156C46BF5A7E8C6B67A51A,,,136-81-12269,㈜아모텍,"김병규,정준환","인천광역시 남동구 남동서로 380 (남촌동,남동공단5블럭 1롯트)","제조업,부동산업","전자부품, 임대",2024-02-22 0:00,SOLIDWORKS Professional Network Subscription Service 6month외,12000000,1200000,13200000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
59F7A7173C21D644A1AD920C383DE5B4,753E14520EBF114F822AB266F53316F6,발행,,116-82-02162,가톨릭대학교 여의도성모병원,윤승규,서울특별시 영등포구 63로 10(여의도동),의료업 외,종합병원 외,2024-02-22 0:00,CD영상등록기 유지보수,360000,36000,396000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
7D0C812CD304E74DA08F0F63C2D40699,EB9F24B2BCFBE34982CD302B53FB0684,,,314-81-40609,주식회사 랩스엠알오,원창희,대전광역시 유성구 대학로 291(구성동),도매 및 소매업 외,"과학기자재,연구시설장비 외",2024-02-21 0:00,SOLIDWORKS Subscription Service 외 3건,10800000,1080000,11880000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
7E79460399F60641A1F823D0EB6AB668,0C5246EBB32A2848AAE80BE703B0C73A,,,335-95-00260,아벤스병원,권오중,경기도 안양시 동안구 관평로 307(관양동),보건업,"재활의학과,내과,외과",2024-02-21 0:00,rebless 소모품,227273,22727,250000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
91D4F38A930F114091282C74618CF9F1,36E64F0A2425064C97505A4858E59129,,,118-83-00186,서울특별시보라매병원,이재협,서울특별시 동작구 보라매로5길 20(신대방동),"부동산업,보건업,서비스","임대,종합병원,장례업",2024-02-22 0:00,CD영상등록기,750000,75000,825000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
9C22CCE74397AD478DB837CF2107FB1E,A60AD825ACF26B4F8A921D928DC25296,발행,,336-81-02134,주식회사 위로보틱스,"김용재, 이연백","충청남도 천안시 동남구 병천면 충절로 1600, 208호(창업보육관)",제조업 외,산업용 로봇 제조업 외,2023-08-18 0:00,SOLIDWORKS Standard,9900000,990000,10890000,현금,ksllkd,2024-02-22 0:00,wjsdydtnr5,,KRW
A8BC31E6210B324CA359D3C9020AA8BA,A60AD825ACF26B4F8A921D928DC25296,발행,,336-81-02134,주식회사 위로보틱스,"김용재, 이연백","충청남도 천안시 동남구 병천면 충절로 1600, 208호(창업보육관)",제조업 외,산업용 로봇 제조업 외,2023-06-27 0:00,SOLIDWORKS 외,30000000,3000000,33000000,현금,ksllkd,2024-02-22 0:00,wjsdydtnr5,,KRW
AE835864E92B3741B496308755BD8DA5,0ECA04F72A975B499368BB189CD4FD9D,,,130-86-39741,동은정보기술주식회사,이해석,"경기도 부천시 길주로 281, 2층(중동, 동화빌딩)",서비스 외,소프트웨어개발및공급 외,2024-02-22 0:00,CD영상등록기 유지보수,400000,40000,440000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
B025FB3539A71B4DB0D8A79E51154200,789E4C45B907B444A854B14D60937342,발행,,114-82-00213,(학)가톨릭대학교 서울성모병원,윤승규,서울시 서초구 반포대로 222(반포동),"보건,소매,운수업,보동산업 및 임대서비스","종합병원,식잡,주차장운영업,자연과학 연구개발업",2024-02-22 0:00,CD영상등록기 유지보수,1200000,120000,1320000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
BD3C4C9B428D2F428E0BC6D02E19E659,16E5FB1616105F4AA7A1B67460636E19,,,137-81-91480,주식회사 아모센스,김인응,충청남도 천안시 서북구 직산읍 4산단5길 90(천안 제4지방산업단지 19-1블럭),제조업 외,"전자부품, 센서, LED 외",2024-02-22 0:00,SOLIDWORKS Standard Network Subscription 6month외,6700000,670000,7370000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
D50F49B78FEC4348BAC557F84893FE4C,3AAE84575E60EF4B96211AB7CC36E02A,,,219-82-00046,서울아산병원,박승일,서울특별시 송파구 올림픽로43길 88 (풍납동),"의료,제조업 외",종합병원 외,2024-02-22 0:00,CD영상등록기 유지보수,1720000,172000,1892000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
DADCC53725A8B749AE5226174140A5CE,205D0F0C5242CF4590CBE1005F6E67D4,발행,,127-82-00198,(학)가톨릭학원의정부성모병원,한창희,경기도 의정부시 천보로 271(금오동),"의료, 소매 외",종합병원 외,2024-02-22 0:00,의정부성모병원(CD영상등록기),170000,17000,187000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
EEEFB9491633114597709341CE4EE2C3,EE37CA3A0569B44B85C3D99954C8F38E,,,317-04-19161,플래니트,인충교,"충청북도 청주시 서원구 충대로 1, E9동 9층 970호 학연산공동기술연구원(개시동, 충북","서비스,제조업,도소매 외",소프트웨어개발.교육 외,2024-02-22 0:00,CD영상등록기,727273,72727,800000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
F92B839EACCC4848989815D51679A308,C39B9F3F1849B840BABE2F5136156AD7,,,305-82-03359,학교법인 을지학원 대전을지대학교병원,박준영,대전광역시 서구 둔산서로 95(둔산동),"보건업,서비스","종합병원, 일반, 요양병원 외",2024-02-22 0:00,CD영상등록기 유지보수,180000,18000,198000,현금,ksllkd,2024-02-22 0:00,ksllkd,,KRW
50C2B4CB34F8964981EB2173226391E3,E3E35CE00B24BA4B8D12D3787C6FA8DD,,,138-02-38498,한택산업,김한구,경기 안양시 만안구 안양동 218 명지e스페이스 104호,"기타기계및장비, 부동산","자동화설비, 임대",2024-02-21 0:00,SOLIDWORKS 사용권 강제 비활성화,500000,50000,550000,현금,ksllkd,2024-02-21 0:00,ksllkd,,KRW
6AAA1B4C35A50D49B4D6BCD9B808B1EB,08E6E13FEE1F7E45AB6576C71D1C5FE3,,,137-86-03356,주식회사 에어메이저,김영태,인천광역시 서구 장고개로126번길 3-1(가좌동),"제조업,발전전기업,도소매","산업용냉장및냉동장비, 공기조절장치",2024-02-21 0:00,SOLIDWORKS Subscription,8000000,800000,8800000,현금,ksllkd,2024-02-21 0:00,ksllkd,,KRW
8B695FE27F86764FA6C5AE857D8F579E,3CCD1EE74914174AA1E8231F296C140C,,,102-81-44360,히트솔루션 주식회사,최해경,부산광역시 강서구 녹산산단17로78번길 33(송정동),"서비스,제조업,도매",기계관련엔지니어링서비스 외,2024-02-21 0:00,SOLIDWORKS Premium,14500000,1450000,15950000,현금,ksllkd,2024-02-21 0:00,ksllkd,,KRW
A74F2F0AC5CF6A499F40D392BDE3480B,63B6D3671DB91A4BB6822B03B4E146EB,,,123-81-82677,주식회사 제이에스케이,조오식,경기도 수원시 권선구 산업로156번길 160(고색동),"제조,도매","자동화기계,반도체장비",2024-02-21 0:00,SOLIDWORKS Professional Subscription Service,9800000,980000,10780000,현금,ksllkd,2024-02-21 0:00,ksllkd,,KRW
0C7699237AFC504488A37B6C86373D06,47A8D500E77C9A49B2F2BF611635892C,,,612-81-53314,㈜케이씨텍,"최동규, 양호근","경기도 안성시 미양면 제2공단3길 12, 4공장","제조업, 부동산업",반도체제조용기계 평판디스플레이 제조용기계 외,2024-02-19 0:00,SOLIDWORKS 유지보수,188000000,18800000,206800000,현금,ksllkd,2024-02-19 0:00,ksllkd,,KRW
1C438B24593EE04FB7C1DA7519683F8C,281B2460FFF266419CC8FD98FD9C947F,,,593-86-00791,주식회사 쿠스코,이종득,경기도 안양시 동안구 흥안대로 457-42 (관양동),제조업,전자부품,2024-02-19 0:00,SOLIDWORKS 유지보수,2500000,250000,2750000,현금,ksllkd,2024-02-19 0:00,ksllkd,,KRW
326A05A8F357364B8AD37629DC08BC97,B95FAB43B4DB01499C5512781BF8FCDC,,,131-17-81659,문화티탄아트,김재갑,"인천광역시 남동구 청능대로 448번길 15(고잔동, 남동공단 104B/2L)","제조,도매","티타늄제품, 비철금속",2024-02-19 0:00,Draftsight Pro 라이선스 구매,450000,45000,495000,현금,ksllkd,2024-02-19 0:00,ksllkd,,KRW
0534F7B1583F874282C597A39E516B1F,A4C74152E5A82D439810C8EC802F103E,,,137-81-02916,㈜소프트센,ERTIAN SU,"서울특별시 서초구 반포대로 13, 1층(서초동, 아이티센빌딩)",서비스업 외,컴퓨터시스템통합자문 외,2024-02-16 0:00,SOLIDWORKS Professional,12500000,1250000,13750000,현금,ksllkd,2024-02-16 0:00,ksllkd,,KRW
951BEC86A902824BA933D4E68888905E,DE5A24B0E83CD44AA38BBDEF9FE860EB,,,124-86-80186,신흥에스이씨주식회사,황만용,경기도 오산시 양산로 48(서랑동),제조업,휴대폰배터리부품 외,2024-02-16 0:00,SOLIDWORKS Professional Subscription Service,2000000,200000,2200000,현금,ksllkd,2024-02-16 0:00,ksllkd,,KRW
D1A61843C5B7CB4480B1880573A9D589,F79541EA781913409FC4D83E76A77881,,,124-86-09960,주식회사 이티에이치,전명길,"경기 수원시 권선구 산업로156번길 197-40,1층(고색동)",제조 서비스,전자기측정시험분석기구외 소프트웨어자문외,2024-02-16 0:00,AutoCAD LT,540000,54000,594000,현금,ksllkd,2024-02-16 0:00,ksllkd,,KRW
4DC4C61EA21FCF4FAD44251AC1D2576A,B5F4EE659BBA204BB21DAB02B1FB3B73,,,127-81-58989,㈜인터엠,김주봉,"경기도 양주시 화합로1402번길 73, 1층(덕정동)",제조업.건설외,전자제품(음향기기외),2024-02-14 0:00,SOLIDWORKS Standard Subscription Service,6720000,672000,7392000,현금,ksllkd,2024-02-14 0:00,ksllkd,,KRW
99205E9D1276B846ADD0CB47A8A723CE,5256709FCD01E7418454F54C2D24B00D,,,134-81-54230,부커셰링코리아㈜,PETER GRAHAM RHODES(피터그라함,"경기도 시흥시 서해안로 258(정왕동, 시화공단 1나 210호)","제조,도매,서비스",특수목적용자동차조립외,2024-02-14 0:00,SOLIDWORKS Custom Education,3360000,336000,3696000,현금,ksllkd,2024-02-14 0:00,ksllkd,,KRW
41F7A028D16F5F47848815079F65CCA4,704C706F25B22F4EA394F93DC6C82929,,,137-81-99779,㈜두진하이테크,이성근,경기도 시흥시 정왕동 1265-1 시화공단 2라-202,"제조업,도매업","다이케스팅,금형제작,무역",2024-02-13 0:00,SOLIDWORKS Standard,8500000,850000,9350000,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
58D049135AE44F4CA2774B2F7A8E9F63,9AF7E2827590804D9EDF7E89DB6DD738,,,181-86-00467,주식회사 브리츠테크놀로지,임철균,"대전광역시 대덕구 송촌로93번길 47, 1층(송촌동)",건설업 외,"전기차 충전소 설치, 신재생에너지 설비 설치",2024-02-13 0:00,SOLIDWORKS Professional,12000000,1200000,13200000,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
68EA1C5137830548BEEA7FC98368FE44,ACAF8DDFFBA2BB47BE1871EDD9CEFFD9,,,606-81-75216,㈜알파로보틱스,한월숙,부산광역시 기장군 장안읍 명례산단7로 30,제조,산업용로봇 외,2024-02-13 0:00,SOLIDWORKS 구매건,8700000,870000,9570000,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
9E451BBD5C559543AB829EB6E442A87A,ACAF8DDFFBA2BB47BE1871EDD9CEFFD9,,,606-81-75216,㈜알파로보틱스,한월숙,부산광역시 기장군 장안읍 명례산단7로 30,제조,산업용로봇 외,2024-02-13 0:00,SOLIDWORKS Subscription Service,4000000,400000,4400000,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
C4796E32D0683B4B955FC31015E615FA,EF558BA2D64BB544930D44F5C94265FB,,,618-81-35110,㈜케이에이시스템,서정원,경기도 평택시 진위면 진위산단로 14,제조업,반도체장비,2024-02-13 0:00,SOLIDWORKS Premium with Cloud Services (PLC),63799920,6379992,70179912,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
D0D22C8D442ABF449A473078E268EDC7,23B18CEA143DF347BD911D098307D988,,,220-90-63842,기쁨병원,강윤식,서울특별시 서초구 서초중앙로 4(서초동),보건업,"일반외과,내과,마취과,산부인과",2024-02-10 0:00,CD영상등록기,7200000,720000,7920000,현금,ksllkd,2024-02-13 0:00,ksllkd,,KRW
0A4D1FA6FB5CEB4FB3C15750289B002C,BFEE53C7496CB047A8B144BDFAC4599B,,,130-81-66433,㈜유니락,유명호,"경기도 안산시 단원구 시화호수로 937(목내동, 시화MTV8사401호)","제조,부동산업","반도체및산업용밸브,피팅 외",2024-02-08 0:00,SOLIDWORKS Standard Subscription Service,5250000,525000,5775000,현금,ksllkd,2024-02-08 0:00,ksllkd,,KRW
